userID,recency,frequency,quantity_avg,quantity_total,R,F,RF_Segment_Concat,RF_Score,RF_Level
39,24,25,1.56,39,2,4,24,6,2
40,48,21,1.4761904761904763,31,1,3,13,4,1
41,14,43,1.3488372093023255,58,3,4,34,7,3
42,20,9,1.0,9,3,2,32,5,2
43,8,40,1.325,53,4,4,44,8,3
44,13,10,1.6,16,3,2,32,5,2
45,116,11,1.0,11,1,2,12,3,1
46,41,25,1.0,25,2,4,24,6,2
47,34,10,1.3,13,2,2,22,4,1
48,24,5,1.2,6,2,1,21,3,1
49,5,12,1.5833333333333333,19,4,2,42,6,2
50,39,7,2.5714285714285716,18,2,1,21,3,1
51,51,4,1.25,5,1,1,11,2,0
52,59,3,3.0,9,1,1,11,2,0
53,10,14,1.0714285714285714,15,3,2,32,5,2
54,44,7,1.2857142857142858,9,2,1,21,3,1
55,28,18,1.0,18,2,3,23,5,2
56,22,12,1.25,15,2,2,22,4,1
57,63,20,1.5,30,1,3,13,4,1
58,10,15,1.7333333333333334,26,3,3,33,6,2
59,27,20,1.7,34,2,3,23,5,2
60,32,10,1.2,12,2,2,22,4,1
61,10,19,2.263157894736842,43,3,3,33,6,2
62,14,25,1.28,32,3,4,34,7,3
63,3,53,1.6226415094339623,86,4,4,44,8,3
64,21,9,1.4444444444444444,13,2,2,22,4,1
65,49,12,1.25,15,1,2,12,3,1
66,172,2,2.5,5,1,1,11,2,0
67,92,12,1.0833333333333333,13,1,2,12,3,1
68,25,13,1.4615384615384615,19,2,2,22,4,1
69,20,28,1.3571428571428572,38,3,4,34,7,3
70,51,14,1.7142857142857142,24,1,2,12,3,1
71,1,3,2.0,6,4,1,41,5,2
72,157,3,1.3333333333333333,4,1,1,11,2,0
73,93,8,1.25,10,1,1,11,2,0
74,23,15,1.0666666666666667,16,2,3,23,5,2
75,5,49,1.3673469387755102,67,4,4,44,8,3
76,6,27,1.5185185185185186,41,4,4,44,8,3
77,39,8,2.75,22,2,1,21,3,1
78,6,22,1.5909090909090908,35,4,3,43,7,3
79,63,25,1.36,34,1,4,14,5,2
80,48,17,1.0,17,1,3,13,4,1
81,98,1,1.0,1,1,1,11,2,0
82,3,7,1.1428571428571428,8,4,1,41,5,2
83,1,11,1.4545454545454546,16,4,2,42,6,2
84,17,6,1.1666666666666667,7,3,1,31,4,1
85,5,39,2.1538461538461537,84,4,4,44,8,3
86,85,13,1.0,13,1,2,12,3,1
87,25,7,3.4285714285714284,24,2,1,21,3,1
88,61,5,1.2,6,1,1,11,2,0
89,28,9,1.0,9,2,2,22,4,1
90,50,20,1.1,22,1,3,13,4,1
91,21,21,1.3333333333333333,28,2,3,23,5,2
92,15,4,3.0,12,3,1,31,4,1
93,76,3,1.3333333333333333,4,1,1,11,2,0
94,6,41,1.2682926829268293,52,4,4,44,8,3
95,65,11,1.0,11,1,2,12,3,1
96,67,2,3.0,6,1,1,11,2,0
97,69,7,1.8571428571428572,13,1,1,11,2,0
98,33,12,1.5833333333333333,19,2,2,22,4,1
99,1,11,1.0909090909090908,12,4,2,42,6,2
100,8,41,1.048780487804878,43,4,4,44,8,3
101,75,3,1.0,3,1,1,11,2,0
102,50,4,1.0,4,1,1,11,2,0
103,30,6,1.1666666666666667,7,2,1,21,3,1
104,2,8,1.125,9,4,1,41,5,2
105,17,9,1.0,9,3,2,32,5,2
106,24,22,1.0454545454545454,23,2,3,23,5,2
107,29,17,1.6470588235294117,28,2,3,23,5,2
108,16,20,1.65,33,3,3,33,6,2
109,45,22,1.0454545454545454,23,2,3,23,5,2
110,8,37,1.2162162162162162,45,4,4,44,8,3
111,106,6,1.5,9,1,1,11,2,0
112,5,4,1.25,5,4,1,41,5,2
113,6,21,1.2857142857142858,27,4,3,43,7,3
114,43,61,1.0163934426229508,62,2,4,24,6,2
115,48,7,1.0,7,1,1,11,2,0
116,23,12,1.3333333333333333,16,2,2,22,4,1
117,46,25,1.36,34,1,4,14,5,2
118,19,25,1.04,26,3,4,34,7,3
119,4,24,1.5416666666666667,37,4,4,44,8,3
120,3,8,1.125,9,4,1,41,5,2
121,118,5,1.2,6,1,1,11,2,0
122,1,14,1.7142857142857142,24,4,2,42,6,2
123,18,8,2.125,17,3,1,31,4,1
124,33,15,1.0,15,2,3,23,5,2
125,43,7,1.0,7,2,1,21,3,1
126,46,21,1.1428571428571428,24,1,3,13,4,1
127,31,13,1.0769230769230769,14,2,2,22,4,1
128,8,7,1.1428571428571428,8,4,1,41,5,2
129,68,10,2.0,20,1,2,12,3,1
130,31,35,1.2,42,2,4,24,6,2
131,41,13,1.1538461538461537,15,2,2,22,4,1
132,54,1,4.0,4,1,1,11,2,0
133,65,16,1.25,20,1,3,13,4,1
134,33,18,1.5555555555555556,28,2,3,23,5,2
135,43,28,1.6785714285714286,47,2,4,24,6,2
136,2,24,1.1666666666666667,28,4,4,44,8,3
137,16,2,1.0,2,3,1,31,4,1
138,57,7,1.0,7,1,1,11,2,0
139,21,14,2.7857142857142856,39,2,2,22,4,1
140,14,1,3.0,3,3,1,31,4,1
141,5,26,1.4230769230769231,37,4,4,44,8,3
142,3,10,1.2,12,4,2,42,6,2
143,31,16,1.25,20,2,3,23,5,2
144,66,16,1.0,16,1,3,13,4,1
145,16,17,1.2941176470588236,22,3,3,33,6,2
146,6,4,1.0,4,4,1,41,5,2
148,34,15,1.2666666666666666,19,2,3,23,5,2
149,2,7,1.5714285714285714,11,4,1,41,5,2
150,42,8,1.75,14,2,1,21,3,1
151,10,43,1.255813953488372,54,3,4,34,7,3
152,30,9,1.2222222222222223,11,2,2,22,4,1
153,6,26,1.1538461538461537,30,4,4,44,8,3
154,8,24,2.75,66,4,4,44,8,3
155,24,33,1.606060606060606,53,2,4,24,6,2
156,17,24,1.4166666666666667,34,3,4,34,7,3
157,56,14,1.7857142857142858,25,1,2,12,3,1
158,4,25,1.68,42,4,4,44,8,3
159,45,2,1.0,2,2,1,21,3,1
160,37,25,1.2,30,2,4,24,6,2
161,4,18,1.2222222222222223,22,4,3,43,7,3
162,17,5,1.2,6,3,1,31,4,1
163,34,16,1.1875,19,2,3,23,5,2
164,25,29,1.6206896551724137,47,2,4,24,6,2
165,92,1,1.0,1,1,1,11,2,0
166,137,4,1.0,4,1,1,11,2,0
167,42,18,1.0555555555555556,19,2,3,23,5,2
168,10,13,1.1538461538461537,15,3,2,32,5,2
169,10,23,1.434782608695652,33,3,4,34,7,3
170,6,49,1.346938775510204,66,4,4,44,8,3
171,9,15,1.0,15,3,3,33,6,2
172,25,12,1.0833333333333333,13,2,2,22,4,1
173,42,13,1.1538461538461537,15,2,2,22,4,1
174,16,5,2.2,11,3,1,31,4,1
175,64,13,1.0769230769230769,14,1,2,12,3,1
176,40,12,1.9166666666666667,23,2,2,22,4,1
177,6,12,1.0,12,4,2,42,6,2
178,5,12,1.25,15,4,2,42,6,2
179,19,7,1.0,7,3,1,31,4,1
180,73,14,1.7142857142857142,24,1,2,12,3,1
181,171,3,3.3333333333333335,10,1,1,11,2,0
182,19,26,1.1538461538461537,30,3,4,34,7,3
183,2,15,1.0,15,4,3,43,7,3
184,2,18,1.2777777777777777,23,4,3,43,7,3
185,2,26,1.3076923076923077,34,4,4,44,8,3
186,96,22,1.3181818181818181,29,1,3,13,4,1
187,2,18,1.5,27,4,3,43,7,3
188,8,18,1.0,18,4,3,43,7,3
189,17,14,1.2857142857142858,18,3,2,32,5,2
190,11,14,1.8571428571428572,26,3,2,32,5,2
191,9,16,1.1875,19,3,3,33,6,2
192,2,40,1.275,51,4,4,44,8,3
193,2,15,1.3333333333333333,20,4,3,43,7,3
194,11,4,1.75,7,3,1,31,4,1
195,2,11,1.6363636363636365,18,4,2,42,6,2
196,10,11,1.3636363636363635,15,3,2,32,5,2
197,2,36,2.111111111111111,76,4,4,44,8,3
198,40,14,1.5,21,2,2,22,4,1
199,14,4,1.0,4,3,1,31,4,1
200,82,12,1.3333333333333333,16,1,2,12,3,1
201,90,9,1.6666666666666667,15,1,2,12,3,1
202,7,35,1.2,42,4,4,44,8,3
203,29,4,1.5,6,2,1,21,3,1
204,11,12,1.0833333333333333,13,3,2,32,5,2
205,22,26,1.4615384615384615,38,2,4,24,6,2
206,13,35,1.2571428571428571,44,3,4,34,7,3
207,10,16,1.0,16,3,3,33,6,2
208,43,7,1.0,7,2,1,21,3,1
209,10,47,1.0638297872340425,50,3,4,34,7,3
210,9,18,1.3333333333333333,24,3,3,33,6,2
211,60,3,1.0,3,1,1,11,2,0
212,16,29,2.3793103448275863,69,3,4,34,7,3
213,9,13,1.6153846153846154,21,3,2,32,5,2
214,41,10,1.4,14,2,2,22,4,1
215,14,35,1.0571428571428572,37,3,4,34,7,3
216,146,5,1.0,5,1,1,11,2,0
217,59,6,1.1666666666666667,7,1,1,11,2,0
218,2,20,1.1,22,4,3,43,7,3
219,6,6,1.5,9,4,1,41,5,2
220,6,17,2.0,34,4,3,43,7,3
221,51,9,1.1111111111111112,10,1,2,12,3,1
222,37,24,1.1666666666666667,28,2,4,24,6,2
223,7,21,1.4285714285714286,30,4,3,43,7,3
224,16,20,1.15,23,3,3,33,6,2
225,16,22,1.4545454545454546,32,3,3,33,6,2
226,21,18,1.8333333333333333,33,2,3,23,5,2
227,10,15,1.2,18,3,3,33,6,2
228,2,29,1.1724137931034482,34,4,4,44,8,3
229,70,6,1.3333333333333333,8,1,1,11,2,0
230,11,6,3.5,21,3,1,31,4,1
231,29,22,1.3636363636363635,30,2,3,23,5,2
232,14,19,2.0,38,3,3,33,6,2
233,14,16,1.0625,17,3,3,33,6,2
234,9,8,1.125,9,3,1,31,4,1
235,8,7,1.2857142857142858,9,4,1,41,5,2
236,3,53,1.2830188679245282,68,4,4,44,8,3
237,2,7,2.2857142857142856,16,4,1,41,5,2
238,140,4,1.0,4,1,1,11,2,0
239,61,7,1.0,7,1,1,11,2,0
240,2,45,1.0,45,4,4,44,8,3
241,2,30,1.1666666666666667,35,4,4,44,8,3
242,34,9,1.6666666666666667,15,2,2,22,4,1
243,8,53,1.1132075471698113,59,4,4,44,8,3
244,51,25,1.16,29,1,4,14,5,2
245,77,8,1.125,9,1,1,11,2,0
246,124,6,1.0,6,1,1,11,2,0
247,183,2,1.0,2,1,1,11,2,0
248,22,34,1.1176470588235294,38,2,4,24,6,2
249,126,6,1.0,6,1,1,11,2,0
250,49,14,1.4285714285714286,20,1,2,12,3,1
251,25,4,1.25,5,2,1,21,3,1
252,8,4,1.75,7,4,1,41,5,2
253,16,28,1.2142857142857142,34,3,4,34,7,3
254,93,4,2.5,10,1,1,11,2,0
255,10,16,1.3125,21,3,3,33,6,2
256,22,12,1.5833333333333333,19,2,2,22,4,1
257,3,26,1.0,26,4,4,44,8,3
258,13,12,1.0,12,3,2,32,5,2
259,9,12,1.1666666666666667,14,3,2,32,5,2
260,35,4,1.0,4,2,1,21,3,1
261,5,84,1.1428571428571428,96,4,4,44,8,3
262,114,5,1.6,8,1,1,11,2,0
263,8,27,1.2222222222222223,33,4,4,44,8,3
264,1,23,1.608695652173913,37,4,4,44,8,3
265,22,3,1.0,3,2,1,21,3,1
266,44,7,1.7142857142857142,12,2,1,21,3,1
267,21,10,1.5,15,2,2,22,4,1
268,14,14,1.2142857142857142,17,3,2,32,5,2
269,41,9,1.1111111111111112,10,2,2,22,4,1
270,5,28,1.75,49,4,4,44,8,3
271,9,18,1.1666666666666667,21,3,3,33,6,2
272,158,4,1.0,4,1,1,11,2,0
273,5,8,1.0,8,4,1,41,5,2
274,5,29,1.206896551724138,35,4,4,44,8,3
275,3,19,1.2105263157894737,23,4,3,43,7,3
276,10,27,1.2962962962962963,35,3,4,34,7,3
277,18,50,1.68,84,3,4,34,7,3
278,5,17,1.0588235294117647,18,4,3,43,7,3
279,72,5,2.8,14,1,1,11,2,0
280,80,10,1.0,10,1,2,12,3,1
281,82,2,3.0,6,1,1,11,2,0
282,30,9,1.1111111111111112,10,2,2,22,4,1
283,15,19,1.3157894736842106,25,3,3,33,6,2
284,111,4,2.5,10,1,1,11,2,0
285,43,16,1.625,26,2,3,23,5,2
286,14,14,1.4285714285714286,20,3,2,32,5,2
287,36,7,1.0,7,2,1,21,3,1
288,48,57,1.5614035087719298,89,1,4,14,5,2
289,17,9,2.3333333333333335,21,3,2,32,5,2
290,2,11,3.272727272727273,36,4,2,42,6,2
291,14,31,1.0,31,3,4,34,7,3
292,37,9,1.3333333333333333,12,2,2,22,4,1
293,32,6,1.3333333333333333,8,2,1,21,3,1
294,60,14,1.3571428571428572,19,1,2,12,3,1
295,124,4,1.25,5,1,1,11,2,0
296,91,14,1.2142857142857142,17,1,2,12,3,1
297,9,23,1.6521739130434783,38,3,4,34,7,3
298,42,11,1.0909090909090908,12,2,2,22,4,1
299,62,14,1.2857142857142858,18,1,2,12,3,1
300,1,17,1.7647058823529411,30,4,3,43,7,3
301,21,22,1.4545454545454546,32,2,3,23,5,2
302,43,12,1.25,15,2,2,22,4,1
303,2,34,1.1176470588235294,38,4,4,44,8,3
304,17,15,1.1333333333333333,17,3,3,33,6,2
305,48,3,1.0,3,1,1,11,2,0
306,2,8,4.375,35,4,1,41,5,2
307,146,1,1.0,1,1,1,11,2,0
308,22,3,2.0,6,2,1,21,3,1
309,3,21,1.1904761904761905,25,4,3,43,7,3
310,16,9,1.6666666666666667,15,3,2,32,5,2
311,12,5,1.4,7,3,1,31,4,1
312,6,24,1.5416666666666667,37,4,4,44,8,3
313,102,10,1.5,15,1,2,12,3,1
314,12,17,1.0588235294117647,18,3,3,33,6,2
315,84,6,1.1666666666666667,7,1,1,11,2,0
316,19,10,1.4,14,3,2,32,5,2
317,58,9,2.7777777777777777,25,1,2,12,3,1
318,48,10,3.3,33,1,2,12,3,1
319,6,34,1.1764705882352942,40,4,4,44,8,3
320,2,21,1.2857142857142858,27,4,3,43,7,3
321,22,2,1.0,2,2,1,21,3,1
322,1,29,1.2758620689655173,37,4,4,44,8,3
323,92,4,1.25,5,1,1,11,2,0
324,43,15,3.2,48,2,3,23,5,2
325,3,14,1.0714285714285714,15,4,2,42,6,2
326,17,6,1.5,9,3,1,31,4,1
327,142,3,1.0,3,1,1,11,2,0
328,29,6,1.0,6,2,1,21,3,1
329,2,22,1.0909090909090908,24,4,3,43,7,3
330,37,17,1.411764705882353,24,2,3,23,5,2
331,154,8,1.625,13,1,1,11,2,0
332,109,10,1.5,15,1,2,12,3,1
333,1,10,1.6,16,4,2,42,6,2
334,6,5,1.6,8,4,1,41,5,2
335,32,11,1.2727272727272727,14,2,2,22,4,1
336,11,44,1.0909090909090908,48,3,4,34,7,3
337,17,4,1.0,4,3,1,31,4,1
338,64,13,1.5384615384615385,20,1,2,12,3,1
339,17,3,2.3333333333333335,7,3,1,31,4,1
340,65,6,1.3333333333333333,8,1,1,11,2,0
341,42,13,1.3846153846153846,18,2,2,22,4,1
342,9,13,1.3076923076923077,17,3,2,32,5,2
343,68,12,1.4166666666666667,17,1,2,12,3,1
344,23,40,1.425,57,2,4,24,6,2
345,3,27,1.8148148148148149,49,4,4,44,8,3
346,16,20,1.2,24,3,3,33,6,2
347,29,12,1.5,18,2,2,22,4,1
348,6,11,1.7272727272727273,19,4,2,42,6,2
349,4,19,1.1578947368421053,22,4,3,43,7,3
350,17,12,1.0,12,3,2,32,5,2
351,22,9,1.0,9,2,2,22,4,1
352,8,15,1.4666666666666666,22,4,3,43,7,3
353,4,36,1.4722222222222223,53,4,4,44,8,3
354,3,19,1.263157894736842,24,4,3,43,7,3
355,63,11,1.1818181818181819,13,1,2,12,3,1
356,31,8,1.125,9,2,1,21,3,1
357,16,23,2.391304347826087,55,3,4,34,7,3
358,90,14,1.7142857142857142,24,1,2,12,3,1
359,20,3,4.0,12,3,1,31,4,1
360,23,26,1.2307692307692308,32,2,4,24,6,2
361,16,8,1.125,9,3,1,31,4,1
362,2,13,1.3076923076923077,17,4,2,42,6,2
363,2,18,2.2777777777777777,41,4,3,43,7,3
364,1,8,1.375,11,4,1,41,5,2
365,70,10,1.8,18,1,2,12,3,1
366,22,8,1.5,12,2,1,21,3,1
367,34,9,1.1111111111111112,10,2,2,22,4,1
368,4,22,1.3636363636363635,30,4,3,43,7,3
369,6,35,1.1428571428571428,40,4,4,44,8,3
370,16,47,1.3829787234042554,65,3,4,34,7,3
371,2,17,1.2352941176470589,21,4,3,43,7,3
372,4,10,1.3,13,4,2,42,6,2
373,3,26,1.2692307692307692,33,4,4,44,8,3
374,93,2,1.0,2,1,1,11,2,0
375,50,7,2.0,14,1,1,11,2,0
376,43,11,1.2727272727272727,14,2,2,22,4,1
377,43,16,2.3125,37,2,3,23,5,2
378,9,45,1.4,63,3,4,34,7,3
379,38,7,1.1428571428571428,8,2,1,21,3,1
380,182,2,1.0,2,1,1,11,2,0
381,44,11,1.2727272727272727,14,2,2,22,4,1
382,63,14,1.0714285714285714,15,1,2,12,3,1
383,22,25,1.24,31,2,4,24,6,2
384,4,16,1.5,24,4,3,43,7,3
385,3,37,1.162162162162162,43,4,4,44,8,3
386,42,18,1.0,18,2,3,23,5,2
387,6,5,1.2,6,4,1,41,5,2
388,23,44,1.1363636363636365,50,2,4,24,6,2
390,5,41,1.3902439024390243,57,4,4,44,8,3
391,131,3,1.0,3,1,1,11,2,0
392,123,5,1.0,5,1,1,11,2,0
393,14,8,1.125,9,3,1,31,4,1
394,6,16,1.875,30,4,3,43,7,3
395,10,26,1.3846153846153846,36,3,4,34,7,3
396,64,5,1.0,5,1,1,11,2,0
397,19,12,1.25,15,3,2,32,5,2
398,6,13,1.2307692307692308,16,4,2,42,6,2
399,23,23,1.1304347826086956,26,2,4,24,6,2
400,42,15,1.3333333333333333,20,2,3,23,5,2
401,12,21,1.0,21,3,3,33,6,2
402,16,16,1.375,22,3,3,33,6,2
403,95,3,1.0,3,1,1,11,2,0
404,2,19,1.4736842105263157,28,4,3,43,7,3
405,32,33,1.1818181818181819,39,2,4,24,6,2
406,14,23,1.2173913043478262,28,3,4,34,7,3
407,9,6,1.6666666666666667,10,3,1,31,4,1
408,8,43,1.3488372093023255,58,4,4,44,8,3
409,14,10,1.1,11,3,2,32,5,2
410,17,23,1.565217391304348,36,3,4,34,7,3
411,36,6,1.1666666666666667,7,2,1,21,3,1
412,52,8,1.125,9,1,1,11,2,0
413,37,16,1.0625,17,2,3,23,5,2
414,44,7,1.0,7,2,1,21,3,1
415,129,6,1.5,9,1,1,11,2,0
416,14,4,1.0,4,3,1,31,4,1
417,15,8,2.0,16,3,1,31,4,1
418,34,18,1.1111111111111112,20,2,3,23,5,2
419,83,4,1.75,7,1,1,11,2,0
420,21,15,1.0666666666666667,16,2,3,23,5,2
421,18,14,1.0,14,3,2,32,5,2
422,16,14,1.5714285714285714,22,3,2,32,5,2
423,16,17,1.2941176470588236,22,3,3,33,6,2
424,28,35,1.3142857142857143,46,2,4,24,6,2
425,34,15,1.0666666666666667,16,2,3,23,5,2
426,42,3,2.6666666666666665,8,2,1,21,3,1
427,179,2,1.5,3,1,1,11,2,0
428,6,13,1.0,13,4,2,42,6,2
429,64,9,1.1111111111111112,10,1,2,12,3,1
430,8,19,1.6842105263157894,32,4,3,43,7,3
431,6,32,1.875,60,4,4,44,8,3
432,10,6,1.1666666666666667,7,3,1,31,4,1
433,41,1,2.0,2,2,1,21,3,1
434,9,7,1.0,7,3,1,31,4,1
435,24,30,1.1,33,2,4,24,6,2
436,8,5,1.4,7,4,1,41,5,2
437,72,12,1.0,12,1,2,12,3,1
438,84,10,1.6,16,1,2,12,3,1
439,3,57,1.8596491228070176,106,4,4,44,8,3
440,16,8,1.0,8,3,1,31,4,1
441,75,9,1.0,9,1,2,12,3,1
442,11,24,1.0416666666666667,25,3,4,34,7,3
443,54,7,1.0,7,1,1,11,2,0
444,28,19,1.2105263157894737,23,2,3,23,5,2
445,67,18,1.6111111111111112,29,1,3,13,4,1
446,41,18,1.1666666666666667,21,2,3,23,5,2
447,32,10,1.0,10,2,2,22,4,1
448,80,1,4.0,4,1,1,11,2,0
449,50,27,1.2222222222222223,33,1,4,14,5,2
450,10,14,1.2142857142857142,17,3,2,32,5,2
451,90,10,1.7,17,1,2,12,3,1
452,82,11,1.5454545454545454,17,1,2,12,3,1
453,137,4,1.5,6,1,1,11,2,0
454,2,49,1.1020408163265305,54,4,4,44,8,3
455,72,4,1.0,4,1,1,11,2,0
456,71,6,1.6666666666666667,10,1,1,11,2,0
457,42,15,1.0,15,2,3,23,5,2
458,10,80,1.25,100,3,4,34,7,3
459,10,44,1.1363636363636365,50,3,4,34,7,3
460,9,38,1.0789473684210527,41,3,4,34,7,3
461,3,31,1.1612903225806452,36,4,4,44,8,3
462,21,6,1.5,9,2,1,21,3,1
463,4,40,1.45,58,4,4,44,8,3
464,6,6,1.8333333333333333,11,4,1,41,5,2
465,29,12,1.5833333333333333,19,2,2,22,4,1
466,63,10,2.0,20,1,2,12,3,1
467,16,1,1.0,1,3,1,31,4,1
468,7,5,1.0,5,4,1,41,5,2
469,55,12,1.0,12,1,2,12,3,1
470,11,8,1.125,9,3,1,31,4,1
471,1,43,1.1162790697674418,48,4,4,44,8,3
472,2,51,1.2352941176470589,63,4,4,44,8,3
473,42,24,1.8333333333333333,44,2,4,24,6,2
474,23,42,1.0952380952380953,46,2,4,24,6,2
475,42,4,1.25,5,2,1,21,3,1
476,92,3,1.3333333333333333,4,1,1,11,2,0
477,19,34,1.9705882352941178,67,3,4,34,7,3
478,99,1,1.0,1,1,1,11,2,0
479,11,14,3.2142857142857144,45,3,2,32,5,2
480,17,11,1.0,11,3,2,32,5,2
481,20,19,1.5263157894736843,29,3,3,33,6,2
482,46,17,1.411764705882353,24,1,3,13,4,1
483,23,7,2.5714285714285716,18,2,1,21,3,1
484,1,23,1.7826086956521738,41,4,4,44,8,3
485,69,16,1.4375,23,1,3,13,4,1
486,99,6,1.5,9,1,1,11,2,0
487,35,21,1.2380952380952381,26,2,3,23,5,2
488,9,36,1.2222222222222223,44,3,4,34,7,3
489,6,27,1.1481481481481481,31,4,4,44,8,3
490,14,10,1.8,18,3,2,32,5,2
491,52,29,1.4827586206896552,43,1,4,14,5,2
492,4,4,1.5,6,4,1,41,5,2
493,6,32,1.28125,41,4,4,44,8,3
494,11,8,1.625,13,3,1,31,4,1
495,48,24,1.4583333333333333,35,1,4,14,5,2
496,4,42,1.2142857142857142,51,4,4,44,8,3
497,8,15,1.1333333333333333,17,4,3,43,7,3
498,9,21,1.4285714285714286,30,3,3,33,6,2
499,4,17,1.0,17,4,3,43,7,3
500,51,5,1.0,5,1,1,11,2,0
501,18,18,1.6666666666666667,30,3,3,33,6,2
502,57,23,1.391304347826087,32,1,4,14,5,2
503,8,4,1.25,5,4,1,41,5,2
504,81,20,1.4,28,1,3,13,4,1
505,68,2,1.0,2,1,1,11,2,0
506,1,29,1.4482758620689655,42,4,4,44,8,3
507,10,15,1.1333333333333333,17,3,3,33,6,2
508,2,49,1.0408163265306123,51,4,4,44,8,3
509,10,8,6.25,50,3,1,31,4,1
510,10,25,1.56,39,3,4,34,7,3
511,2,3,1.0,3,4,1,41,5,2
512,6,18,1.1111111111111112,20,4,3,43,7,3
513,8,15,1.5333333333333334,23,4,3,43,7,3
514,60,14,1.2857142857142858,18,1,2,12,3,1
515,22,15,1.5333333333333334,23,2,3,23,5,2
516,10,13,1.5384615384615385,20,3,2,32,5,2
517,4,14,1.2857142857142858,18,4,2,42,6,2
518,21,24,1.5,36,2,4,24,6,2
519,5,17,1.4705882352941178,25,4,3,43,7,3
520,53,4,1.75,7,1,1,11,2,0
521,57,6,1.3333333333333333,8,1,1,11,2,0
522,90,5,1.2,6,1,1,11,2,0
523,30,12,1.25,15,2,2,22,4,1
524,24,33,2.8181818181818183,93,2,4,24,6,2
525,8,29,1.1379310344827587,33,4,4,44,8,3
526,50,10,1.0,10,1,2,12,3,1
527,32,14,1.0714285714285714,15,2,2,22,4,1
528,9,34,1.3529411764705883,46,3,4,34,7,3
529,83,10,1.1,11,1,2,12,3,1
530,24,26,1.5384615384615385,40,2,4,24,6,2
531,33,18,1.5555555555555556,28,2,3,23,5,2
532,8,26,1.1538461538461537,30,4,4,44,8,3
533,2,32,1.1875,38,4,4,44,8,3
534,29,12,1.25,15,2,2,22,4,1
535,33,5,1.0,5,2,1,21,3,1
536,6,17,1.1176470588235294,19,4,3,43,7,3
537,28,15,1.2666666666666666,19,2,3,23,5,2
538,159,1,1.0,1,1,1,11,2,0
539,10,19,1.894736842105263,36,3,3,33,6,2
540,29,5,2.0,10,2,1,21,3,1
541,59,10,1.4,14,1,2,12,3,1
542,3,47,1.2340425531914894,58,4,4,44,8,3
543,21,29,1.0689655172413792,31,2,4,24,6,2
544,1,20,1.15,23,4,3,43,7,3
545,22,19,1.105263157894737,21,2,3,23,5,2
546,8,10,1.0,10,4,2,42,6,2
547,19,7,1.5714285714285714,11,3,1,31,4,1
548,10,18,1.1666666666666667,21,3,3,33,6,2
549,28,12,1.3333333333333333,16,2,2,22,4,1
550,6,25,1.12,28,4,4,44,8,3
551,71,3,1.0,3,1,1,11,2,0
552,1,21,1.619047619047619,34,4,3,43,7,3
553,22,32,1.15625,37,2,4,24,6,2
554,19,24,1.7083333333333333,41,3,4,34,7,3
555,56,15,1.4,21,1,3,13,4,1
556,17,6,1.6666666666666667,10,3,1,31,4,1
557,31,26,1.3461538461538463,35,2,4,24,6,2
558,100,8,1.125,9,1,1,11,2,0
559,73,15,1.6,24,1,3,13,4,1
560,21,11,1.5454545454545454,17,2,2,22,4,1
561,53,11,1.9090909090909092,21,1,2,12,3,1
562,50,16,1.375,22,1,3,13,4,1
563,29,15,2.3333333333333335,35,2,3,23,5,2
564,50,11,1.2727272727272727,14,1,2,12,3,1
565,18,5,1.0,5,3,1,31,4,1
