userID,recency,frequency,quantity_avg,quantity_total,R,F,RF_Segment_Concat,RF_Score,RF_Level
103,7,14,1.4285714285714286,20,4,2,42,6,2
104,25,14,1.3571428571428572,19,2,2,22,4,1
105,49,14,1.1428571428571428,16,1,2,12,3,1
106,22,29,1.0344827586206897,30,2,3,23,5,2
107,5,28,1.6071428571428572,45,4,3,43,7,3
108,2,31,1.4838709677419355,46,4,4,44,8,3
109,29,26,1.0384615384615385,27,2,3,23,5,2
110,11,51,1.3333333333333333,68,3,4,34,7,3
111,6,9,1.4444444444444444,13,4,1,41,5,2
112,67,4,1.25,5,1,1,11,2,0
113,16,28,1.25,35,3,3,33,6,2
114,9,80,1.025,82,3,4,34,7,3
115,24,18,1.6111111111111112,29,2,2,22,4,1
116,16,16,1.25,20,3,2,32,5,2
117,18,34,1.3529411764705883,46,2,4,24,6,2
118,12,29,1.1379310344827587,33,3,3,33,6,2
119,1,42,1.9285714285714286,81,4,4,44,8,3
120,59,11,1.0909090909090908,12,1,1,11,2,0
121,46,8,1.125,9,1,1,11,2,0
122,46,15,1.6666666666666667,25,1,2,12,3,1
123,41,10,1.9,19,1,1,11,2,0
124,21,17,1.0,17,2,2,22,4,1
125,105,7,1.0,7,1,1,11,2,0
126,8,27,1.5185185185185186,41,3,3,33,6,2
127,25,18,1.0555555555555556,19,2,2,22,4,1
128,15,8,1.125,9,3,1,31,4,1
129,8,16,1.875,30,3,2,32,5,2
130,7,49,1.163265306122449,57,4,4,44,8,3
131,6,21,1.2857142857142858,27,4,3,43,7,3
132,6,4,2.25,9,4,1,41,5,2
133,127,16,1.25,20,1,2,12,3,1
134,1,36,1.6666666666666667,60,4,4,44,8,3
135,52,36,1.5833333333333333,57,1,4,14,5,2
136,9,38,1.131578947368421,43,3,4,34,7,3
137,78,2,1.0,2,1,1,11,2,0
138,33,9,1.0,9,2,1,21,3,1
139,16,19,2.473684210526316,47,3,2,32,5,2
140,13,3,1.6666666666666667,5,3,1,31,4,1
141,21,33,1.393939393939394,46,2,4,24,6,2
142,26,15,1.3333333333333333,20,2,2,22,4,1
143,7,24,1.25,30,4,3,43,7,3
144,18,19,1.0,19,2,2,22,4,1
145,8,23,1.3043478260869565,30,3,3,33,6,2
146,17,5,1.0,5,3,1,31,4,1
147,9,9,1.3333333333333333,12,3,1,31,4,1
148,5,18,1.2777777777777777,23,4,2,42,6,2
149,6,21,1.5714285714285714,33,4,3,43,7,3
150,62,10,2.2,22,1,1,11,2,0
151,1,64,1.171875,75,4,4,44,8,3
152,25,20,1.45,29,2,2,22,4,1
153,9,43,1.255813953488372,54,3,4,34,7,3
154,1,31,2.3548387096774195,73,4,4,44,8,3
155,2,44,1.6136363636363635,71,4,4,44,8,3
156,12,34,1.5,51,3,4,34,7,3
157,118,14,1.7857142857142858,25,1,2,12,3,1
158,2,26,1.6538461538461537,43,4,3,43,7,3
159,28,9,1.6666666666666667,15,2,1,21,3,1
160,23,34,1.2647058823529411,43,2,4,24,6,2
161,27,19,1.2105263157894737,23,2,2,22,4,1
162,6,8,1.125,9,4,1,41,5,2
163,31,17,1.1764705882352942,20,2,2,22,4,1
164,4,37,1.5675675675675675,58,4,4,44,8,3
165,3,13,1.2307692307692308,16,4,2,42,6,2
166,199,4,1.0,4,1,1,11,2,0
167,17,24,1.0416666666666667,25,3,3,33,6,2
168,1,21,1.1904761904761905,25,4,3,43,7,3
169,20,24,1.4583333333333333,35,2,3,23,5,2
170,1,61,1.2950819672131149,79,4,4,44,8,3
171,22,19,1.5789473684210527,30,2,2,22,4,1
172,20,29,1.103448275862069,32,2,3,23,5,2
173,4,32,1.15625,37,4,4,44,8,3
174,43,15,1.6666666666666667,25,1,2,12,3,1
175,11,23,1.2608695652173914,29,3,3,33,6,2
176,102,12,1.9166666666666667,23,1,1,11,2,0
177,2,23,1.0,23,4,3,43,7,3
178,67,12,1.25,15,1,1,11,2,0
179,27,9,1.2222222222222223,11,2,1,21,3,1
180,8,19,1.5263157894736843,29,3,2,32,5,2
181,14,5,2.4,12,3,1,31,4,1
182,7,36,1.1111111111111112,40,4,4,44,8,3
183,15,23,1.0,23,3,3,33,6,2
184,4,21,1.3333333333333333,28,4,3,43,7,3
185,4,33,1.2727272727272727,42,4,4,44,8,3
186,22,35,1.2857142857142858,45,2,4,24,6,2
187,18,20,1.45,29,2,2,22,4,1
188,25,23,1.0434782608695652,24,2,3,23,5,2
189,79,14,1.2857142857142858,18,1,2,12,3,1
190,73,14,1.8571428571428572,26,1,2,12,3,1
191,27,21,1.2857142857142858,27,2,3,23,5,2
192,16,51,1.2549019607843137,64,3,4,34,7,3
193,5,23,1.3043478260869565,30,4,3,43,7,3
194,14,6,1.5,9,3,1,31,4,1
195,19,17,1.411764705882353,24,2,2,22,4,1
196,72,11,1.3636363636363635,15,1,1,11,2,0
197,2,63,1.6984126984126984,107,4,4,44,8,3
198,102,14,1.5,21,1,2,12,3,1
199,48,11,1.1818181818181819,13,1,1,11,2,0
200,28,21,1.2380952380952381,26,2,3,23,5,2
201,12,12,1.5833333333333333,19,3,1,31,4,1
202,4,39,1.1794871794871795,46,4,4,44,8,3
203,2,8,1.25,10,4,1,41,5,2
204,14,18,1.0555555555555556,19,3,2,32,5,2
205,46,31,1.3870967741935485,43,1,4,14,5,2
206,23,38,1.236842105263158,47,2,4,24,6,2
207,1,22,1.0909090909090908,24,4,3,43,7,3
208,36,8,1.0,8,2,1,21,3,1
209,10,60,1.05,63,3,4,34,7,3
210,37,20,1.35,27,1,2,12,3,1
211,122,3,1.0,3,1,1,11,2,0
212,14,39,2.0256410256410255,79,3,4,34,7,3
213,15,25,1.36,34,3,3,33,6,2
214,17,22,1.5,33,3,3,33,6,2
215,57,41,1.0731707317073171,44,1,4,14,5,2
216,208,5,1.0,5,1,1,11,2,0
217,17,10,2.2,22,3,1,31,4,1
218,4,30,1.1,33,4,3,43,7,3
219,41,7,1.8571428571428572,13,1,1,11,2,0
220,61,18,1.9444444444444444,35,1,2,12,3,1
221,44,13,1.3076923076923077,17,1,2,12,3,1
222,99,24,1.1666666666666667,28,1,3,13,4,1
223,40,23,1.565217391304348,36,1,3,13,4,1
224,10,45,1.1111111111111112,50,3,4,34,7,3
225,4,38,1.3421052631578947,51,4,4,44,8,3
226,12,22,1.8181818181818181,40,3,3,33,6,2
227,28,19,1.368421052631579,26,2,2,22,4,1
228,3,45,1.4,63,4,4,44,8,3
229,5,19,1.2105263157894737,23,4,2,42,6,2
230,1,7,4.714285714285714,33,4,1,41,5,2
231,23,27,1.2962962962962963,35,2,3,23,5,2
232,8,32,2.28125,73,3,4,34,7,3
233,60,17,1.1764705882352942,20,1,2,12,3,1
234,29,11,1.0909090909090908,12,2,1,21,3,1
235,70,7,1.2857142857142858,9,1,1,11,2,0
236,2,72,1.3194444444444444,95,4,4,44,8,3
237,1,15,2.2666666666666666,34,4,2,42,6,2
238,20,6,1.0,6,2,1,21,3,1
239,21,15,1.5333333333333334,23,2,2,22,4,1
240,15,50,1.0,50,3,4,34,7,3
241,48,37,1.3513513513513513,50,1,4,14,5,2
242,96,9,1.6666666666666667,15,1,1,11,2,0
243,9,64,1.125,72,3,4,34,7,3
244,7,32,1.125,36,4,4,44,8,3
245,139,8,1.125,9,1,1,11,2,0
246,15,11,1.1818181818181819,13,3,1,31,4,1
247,6,10,1.1,11,4,1,41,5,2
248,19,40,1.125,45,2,4,24,6,2
249,33,9,1.1111111111111112,10,2,1,21,3,1
250,13,18,1.3333333333333333,24,3,2,32,5,2
251,15,7,2.2857142857142856,16,3,1,31,4,1
252,70,4,1.75,7,1,1,11,2,0
253,6,34,1.2058823529411764,41,4,4,44,8,3
254,5,6,2.5,15,4,1,41,5,2
255,48,18,1.3333333333333333,24,1,2,12,3,1
256,24,19,1.368421052631579,26,2,2,22,4,1
257,10,31,1.0,31,3,4,34,7,3
258,4,17,1.0588235294117647,18,4,2,42,6,2
259,71,12,1.1666666666666667,14,1,1,11,2,0
260,8,7,1.0,7,3,1,31,4,1
261,10,119,1.26890756302521,151,3,4,34,7,3
262,61,9,1.5555555555555556,14,1,1,11,2,0
263,12,34,1.2058823529411764,41,3,4,34,7,3
264,2,37,1.4324324324324325,53,4,4,44,8,3
265,47,8,1.0,8,1,1,11,2,0
266,106,7,1.7142857142857142,12,1,1,11,2,0
267,14,15,1.4,21,3,2,32,5,2
268,52,17,1.411764705882353,24,1,2,12,3,1
269,26,11,1.0909090909090908,12,2,1,21,3,1
270,49,29,1.7241379310344827,50,1,3,13,4,1
271,19,30,1.2333333333333334,37,2,3,23,5,2
272,220,4,1.0,4,1,1,11,2,0
273,32,11,1.1818181818181819,13,2,1,21,3,1
274,30,35,1.2,42,2,4,24,6,2
275,15,23,1.3043478260869565,30,3,3,33,6,2
276,6,33,1.2727272727272727,42,4,4,44,8,3
277,20,66,1.6515151515151516,109,2,4,24,6,2
278,1,25,1.2,30,4,3,43,7,3
279,8,21,1.619047619047619,34,3,3,33,6,2
280,11,15,1.0,15,3,2,32,5,2
281,46,3,2.3333333333333335,7,1,1,11,2,0
282,43,11,1.4545454545454546,16,1,1,11,2,0
283,21,28,1.3928571428571428,39,2,3,23,5,2
284,173,4,2.5,10,1,1,11,2,0
285,105,16,1.625,26,1,2,12,3,1
286,8,16,1.375,22,3,2,32,5,2
287,54,17,1.1764705882352942,20,1,2,12,3,1
288,1,72,1.4444444444444444,104,4,4,44,8,3
289,79,9,2.3333333333333335,21,1,1,11,2,0
290,9,12,3.0833333333333335,37,3,1,31,4,1
291,4,38,1.0,38,4,4,44,8,3
292,46,15,1.2,18,1,2,12,3,1
293,61,8,1.25,10,1,1,11,2,0
294,10,20,1.4,28,3,2,32,5,2
295,21,5,1.6,8,2,1,21,3,1
296,22,20,1.15,23,2,2,22,4,1
297,42,30,1.5333333333333334,46,1,3,13,4,1
298,104,11,1.0909090909090908,12,1,1,11,2,0
299,8,19,1.2105263157894737,23,3,2,32,5,2
300,9,19,1.6842105263157894,32,3,2,32,5,2
301,8,32,1.40625,45,3,4,34,7,3
302,26,17,1.2352941176470589,21,2,2,22,4,1
303,16,49,1.2653061224489797,62,3,4,34,7,3
304,17,16,1.25,20,3,2,32,5,2
305,10,4,1.0,4,3,1,31,4,1
306,8,9,4.0,36,3,1,31,4,1
307,208,1,1.0,1,1,1,11,2,0
308,6,12,1.3333333333333333,16,4,1,41,5,2
309,21,35,1.2,42,2,4,24,6,2
310,78,9,1.6666666666666667,15,1,1,11,2,0
311,8,7,1.2857142857142858,9,3,1,31,4,1
312,10,52,1.3461538461538463,70,3,4,34,7,3
313,46,15,1.4666666666666666,22,1,2,12,3,1
314,8,21,1.0952380952380953,23,3,3,33,6,2
315,14,18,2.1666666666666665,39,3,2,32,5,2
316,81,10,1.4,14,1,1,11,2,0
317,4,15,2.4,36,4,2,42,6,2
318,9,20,2.7,54,3,2,32,5,2
319,19,49,1.2448979591836735,61,2,4,24,6,2
320,2,25,1.36,34,4,3,43,7,3
321,57,3,2.6666666666666665,8,1,1,11,2,0
322,32,33,1.5151515151515151,50,2,4,24,6,2
323,154,4,1.25,5,1,1,11,2,0
324,5,40,3.375,135,4,4,44,8,3
325,11,19,1.0526315789473684,20,3,2,32,5,2
326,22,12,1.25,15,2,1,21,3,1
327,204,3,1.0,3,1,1,11,2,0
328,45,12,1.25,15,1,1,11,2,0
329,2,35,1.2285714285714286,43,4,4,44,8,3
330,24,23,1.3478260869565217,31,2,3,23,5,2
331,30,9,1.5555555555555556,14,2,1,21,3,1
332,2,23,1.4782608695652173,34,4,3,43,7,3
333,63,10,1.6,16,1,1,11,2,0
334,51,7,1.5714285714285714,11,1,1,11,2,0
335,30,17,1.1764705882352942,20,2,2,22,4,1
336,16,60,1.0833333333333333,65,3,4,34,7,3
337,4,12,1.25,15,4,1,41,5,2
338,126,13,1.5384615384615385,20,1,2,12,3,1
339,13,7,1.5714285714285714,11,3,1,31,4,1
340,20,16,1.25,20,2,2,22,4,1
341,36,19,1.263157894736842,24,2,2,22,4,1
342,5,17,1.2352941176470589,21,4,2,42,6,2
343,130,12,1.4166666666666667,17,1,1,11,2,0
344,13,61,1.3934426229508197,85,3,4,34,7,3
345,15,35,1.8,63,3,4,34,7,3
346,26,27,1.1851851851851851,32,2,3,23,5,2
347,9,24,1.2916666666666667,31,3,3,33,6,2
348,5,20,1.9,38,4,2,42,6,2
349,3,26,1.1923076923076923,31,4,3,43,7,3
350,13,19,1.0,19,3,2,32,5,2
351,84,9,1.0,9,1,1,11,2,0
352,70,15,1.4666666666666666,22,1,2,12,3,1
353,22,56,1.4285714285714286,80,2,4,24,6,2
354,11,30,1.2,36,3,3,33,6,2
355,34,15,1.1333333333333333,17,2,2,22,4,1
356,93,8,1.125,9,1,1,11,2,0
357,30,33,2.1515151515151514,71,2,4,24,6,2
358,28,29,1.6206896551724137,47,2,3,23,5,2
359,1,7,2.2857142857142856,16,4,1,41,5,2
360,21,33,1.4545454545454546,48,2,4,24,6,2
361,78,8,1.125,9,1,1,11,2,0
362,7,22,1.4545454545454546,32,4,3,43,7,3
363,25,25,2.08,52,2,3,23,5,2
364,40,15,1.3333333333333333,20,1,2,12,3,1
365,49,18,1.5555555555555556,28,1,2,12,3,1
366,61,13,1.3076923076923077,17,1,2,12,3,1
367,96,9,1.1111111111111112,10,1,1,11,2,0
368,13,33,1.2727272727272727,42,3,4,34,7,3
369,35,41,1.146341463414634,47,2,4,24,6,2
370,2,53,1.4339622641509433,76,4,4,44,8,3
371,64,17,1.2352941176470589,21,1,2,12,3,1
372,2,17,1.1764705882352942,20,4,2,42,6,2
373,2,38,1.2894736842105263,49,4,4,44,8,3
374,12,4,1.0,4,3,1,31,4,1
375,22,12,2.25,27,2,1,21,3,1
376,34,12,1.25,15,2,1,21,3,1
377,2,28,2.0,56,4,3,43,7,3
378,2,69,1.318840579710145,91,4,4,44,8,3
379,6,19,1.2105263157894737,23,4,2,42,6,2
380,17,4,1.25,5,3,1,31,4,1
381,106,11,1.2727272727272727,14,1,1,11,2,0
382,13,22,1.0454545454545454,23,3,3,33,6,2
383,33,34,1.2647058823529411,43,2,4,24,6,2
384,26,21,1.5238095238095237,32,2,3,23,5,2
385,1,51,1.196078431372549,61,4,4,44,8,3
386,55,26,1.0,26,1,3,13,4,1
387,68,5,1.2,6,1,1,11,2,0
388,7,51,1.1372549019607843,58,4,4,44,8,3
389,7,6,11.333333333333334,68,4,1,41,5,2
390,35,48,1.375,66,2,4,24,6,2
391,61,6,3.0,18,1,1,11,2,0
392,23,17,1.1176470588235294,19,2,2,22,4,1
393,5,15,1.6,24,4,2,42,6,2
394,18,18,1.7777777777777777,32,2,2,22,4,1
395,8,27,1.4074074074074074,38,3,3,33,6,2
396,126,5,1.0,5,1,1,11,2,0
397,81,12,1.25,15,1,1,11,2,0
398,68,13,1.2307692307692308,16,1,2,12,3,1
399,40,35,1.2857142857142858,45,1,4,14,5,2
400,17,37,1.3513513513513513,50,3,4,34,7,3
401,48,22,1.0454545454545454,23,1,3,13,4,1
402,51,22,1.3181818181818181,29,1,3,13,4,1
403,157,3,1.0,3,1,1,11,2,0
404,11,28,1.4642857142857142,41,3,3,33,6,2
405,13,44,1.1818181818181819,52,3,4,34,7,3
406,76,23,1.2173913043478262,28,1,3,13,4,1
407,27,9,1.4444444444444444,13,2,1,21,3,1
408,23,45,1.3333333333333333,60,2,4,24,6,2
409,40,13,1.0769230769230769,14,1,2,12,3,1
410,33,30,1.5333333333333334,46,2,3,23,5,2
411,16,11,1.4545454545454546,16,3,1,31,4,1
412,4,18,1.0555555555555556,19,4,2,42,6,2
413,13,19,1.0526315789473684,20,3,2,32,5,2
414,2,12,1.4166666666666667,17,4,1,41,5,2
415,1,7,1.4285714285714286,10,4,1,41,5,2
416,36,12,1.0,12,2,1,21,3,1
417,58,16,1.5625,25,1,2,12,3,1
418,54,31,1.096774193548387,34,1,4,14,5,2
419,1,6,1.5,9,4,1,41,5,2
420,83,15,1.0666666666666667,16,1,2,12,3,1
421,80,14,1.0,14,1,2,12,3,1
422,6,20,1.5,30,4,2,42,6,2
423,5,24,1.375,33,4,3,43,7,3
424,10,49,1.2448979591836735,61,3,4,34,7,3
425,29,20,1.05,21,2,2,22,4,1
426,7,4,2.5,10,4,1,41,5,2
427,13,5,1.2,6,3,1,31,4,1
428,2,18,1.1111111111111112,20,4,2,42,6,2
429,31,15,1.0666666666666667,16,2,2,22,4,1
430,28,27,1.5555555555555556,42,2,3,23,5,2
431,14,35,2.2285714285714286,78,3,4,34,7,3
432,14,12,1.8333333333333333,22,3,1,31,4,1
433,57,6,1.3333333333333333,8,1,1,11,2,0
434,16,10,1.0,10,3,1,31,4,1
435,14,33,1.0909090909090908,36,3,4,34,7,3
436,70,5,1.4,7,1,1,11,2,0
437,35,18,1.1111111111111112,20,2,2,22,4,1
438,146,10,1.6,16,1,1,11,2,0
439,6,74,1.6756756756756757,124,4,4,44,8,3
440,78,8,1.0,8,1,1,11,2,0
441,7,14,1.0714285714285714,15,4,2,42,6,2
442,18,36,1.1666666666666667,42,2,4,24,6,2
443,44,9,1.0,9,1,1,11,2,0
444,1,32,1.15625,37,4,4,44,8,3
445,129,18,1.6111111111111112,29,1,2,12,3,1
446,5,27,1.1481481481481481,31,4,3,43,7,3
447,59,11,1.0,11,1,1,11,2,0
448,57,5,1.8,9,1,1,11,2,0
449,26,32,1.34375,43,2,4,24,6,2
450,23,20,1.15,23,2,2,22,4,1
451,152,10,1.7,17,1,1,11,2,0
452,144,11,1.5454545454545454,17,1,1,11,2,0
453,33,10,2.4,24,2,1,21,3,1
454,14,58,1.1379310344827587,66,3,4,34,7,3
455,41,9,1.4444444444444444,13,1,1,11,2,0
456,15,10,1.5,15,3,1,31,4,1
457,18,21,1.0476190476190477,22,2,3,23,5,2
458,3,101,1.2574257425742574,127,4,4,44,8,3
459,15,60,1.1333333333333333,68,3,4,34,7,3
460,30,47,1.0638297872340425,50,2,4,24,6,2
461,20,53,1.2830188679245282,68,2,4,24,6,2
462,15,11,1.4545454545454546,16,3,1,31,4,1
463,1,72,1.3333333333333333,96,4,4,44,8,3
464,55,9,1.8888888888888888,17,1,1,11,2,0
465,59,15,1.5333333333333334,23,1,2,12,3,1
466,19,11,2.0,22,2,1,21,3,1
467,9,6,1.0,6,3,1,31,4,1
468,32,11,1.0909090909090908,12,2,1,21,3,1
469,21,17,1.1176470588235294,19,2,2,22,4,1
470,73,8,1.125,9,1,1,11,2,0
471,10,57,1.4385964912280702,82,3,4,34,7,3
472,5,58,1.2413793103448276,72,4,4,44,8,3
473,25,28,1.9285714285714286,54,2,3,23,5,2
474,9,73,1.095890410958904,80,3,4,34,7,3
475,29,6,1.3333333333333333,8,2,1,21,3,1
476,1,8,1.25,10,4,1,41,5,2
477,43,39,2.0,78,1,4,14,5,2
478,3,7,1.4285714285714286,10,4,1,41,5,2
479,14,17,3.1176470588235294,53,3,2,32,5,2
480,58,12,1.0,12,1,1,11,2,0
481,42,23,1.434782608695652,33,1,3,13,4,1
482,17,22,1.3636363636363635,30,3,3,33,6,2
483,85,7,2.5714285714285716,18,1,1,11,2,0
484,3,33,1.6363636363636365,54,4,4,44,8,3
485,15,18,1.5555555555555556,28,3,2,32,5,2
486,10,13,1.2307692307692308,16,3,2,32,5,2
487,6,25,1.2,30,4,3,43,7,3
488,9,50,1.24,62,3,4,34,7,3
489,4,39,1.205128205128205,47,4,4,44,8,3
490,20,22,1.5909090909090908,35,2,3,23,5,2
491,2,45,1.4,63,4,4,44,8,3
492,66,4,1.5,6,1,1,11,2,0
493,17,34,1.2647058823529411,43,3,4,34,7,3
494,73,8,1.625,13,1,1,11,2,0
495,110,24,1.4583333333333333,35,1,3,13,4,1
496,23,53,1.2264150943396226,65,2,4,24,6,2
497,25,18,1.1666666666666667,21,2,2,22,4,1
498,7,29,1.4137931034482758,41,4,3,43,7,3
499,66,17,1.0,17,1,2,12,3,1
500,34,7,1.1428571428571428,8,2,1,21,3,1
501,14,31,1.5806451612903225,49,3,4,34,7,3
502,5,48,1.3125,63,4,4,44,8,3
503,55,6,1.1666666666666667,7,1,1,11,2,0
504,143,20,1.4,28,1,2,12,3,1
505,55,10,1.0,10,1,1,11,2,0
506,14,41,1.4146341463414633,58,3,4,34,7,3
507,1,20,1.15,23,4,2,42,6,2
508,8,62,1.0483870967741935,65,3,4,34,7,3
509,10,15,4.266666666666667,64,3,2,32,5,2
510,12,27,1.5185185185185186,41,3,3,33,6,2
511,7,4,1.0,4,4,1,41,5,2
512,1,24,1.0833333333333333,26,4,3,43,7,3
513,2,24,1.375,33,4,3,43,7,3
514,29,15,1.8666666666666667,28,2,2,22,4,1
515,15,18,1.4444444444444444,26,3,2,32,5,2
516,7,22,1.3636363636363635,30,4,3,43,7,3
517,51,21,1.380952380952381,29,1,3,13,4,1
518,3,28,1.4285714285714286,40,4,3,43,7,3
519,48,19,1.4736842105263157,28,1,2,12,3,1
520,115,4,1.75,7,1,1,11,2,0
521,119,6,1.3333333333333333,8,1,1,11,2,0
522,15,32,1.125,36,3,4,34,7,3
523,92,12,1.25,15,1,1,11,2,0
524,7,42,4.833333333333333,203,4,4,44,8,3
525,5,36,1.1111111111111112,40,4,4,44,8,3
526,35,15,1.0666666666666667,16,2,2,22,4,1
527,16,21,1.0952380952380953,23,3,3,33,6,2
528,1,51,1.4509803921568627,74,4,4,44,8,3
529,145,10,1.1,11,1,1,11,2,0
530,8,28,1.5357142857142858,43,3,3,33,6,2
531,10,26,1.4615384615384615,38,3,3,33,6,2
532,1,28,1.2142857142857142,34,4,3,43,7,3
533,1,49,1.1428571428571428,56,4,4,44,8,3
534,37,19,2.0526315789473686,39,1,2,12,3,1
535,34,9,1.0,9,2,1,21,3,1
536,12,21,1.6666666666666667,35,3,3,33,6,2
537,27,23,1.173913043478261,27,2,3,23,5,2
538,25,3,1.6666666666666667,5,2,1,21,3,1
539,6,34,1.5588235294117647,53,4,4,44,8,3
540,91,5,2.0,10,1,1,11,2,0
541,19,14,1.4285714285714286,20,2,2,22,4,1
542,6,54,1.2037037037037037,65,4,4,44,8,3
543,34,37,1.054054054054054,39,2,4,24,6,2
544,48,21,1.2380952380952381,26,1,3,13,4,1
545,1,25,1.08,27,4,3,43,7,3
546,44,12,1.0833333333333333,13,1,1,11,2,0
547,81,7,1.5714285714285714,11,1,1,11,2,0
548,72,18,1.1666666666666667,21,1,2,12,3,1
549,2,14,1.3571428571428572,19,4,2,42,6,2
550,11,32,1.125,36,3,4,34,7,3
551,27,7,1.0,7,2,1,21,3,1
