itemID,avg_lifespan,item_lifespan_variance
421,95.66666666666667,420.5
422,58.0,73.83333333333333
423,126.0,0.0
424,99.8,722.0
425,66.04651162790698,1133.7611111111112
426,83.25,12640.5
428,46.0,0.0
433,47.09090909090909,161.66666666666666
434,119.5,0.0
438,51.4,159.97222222222226
439,25.5,0.0
442,60.0,1682.0
443,102.5,0.0
445,57.523809523809526,352.2083333333333
459,75.15384615384616,403.1
461,69.48582995951416,481.92878787878783
463,84.75,648.0
466,88.48,1533.6666666666665
470,82.66666666666667,0.0
472,101.0,0.0
475,30.0,0.0
477,49.5,0.0
478,55.23076923076923,885.3055555555555
485,93.5,0.0
486,77.0,298.95833333333337
487,47.5,0.0
488,58.0,0.0
489,78.16666666666667,1404.5
493,54.333333333333336,222.66666666666669
497,48.333333333333336,225.33333333333337
499,83.89473684210526,621.1111111111112
502,74.8,511.0
505,98.0,0.0
506,68.0,426.27777777777777
507,16.0,0.0
514,55.0,429.6666666666667
515,82.0,0.0
516,48.0,0.0
518,60.4,0.0
521,65.66666666666667,1194.3333333333333
522,50.0,50.0
523,48.0,1352.1666666666667
524,38.0,379.8055555555556
532,56.0,0.0
533,73.66666666666667,0.0
536,77.10526315789474,330.5
538,90.25,0.0
541,48.52,1503.2083333333333
543,81.77777777777777,232.0
546,84.25,1200.5
549,58.5,24.5
550,91.57446808510639,1683.6190476190477
552,66.5909090909091,890.9114583333334
554,79.2,412.25
562,57.23809523809524,69.60000000000001
567,7.0,0.0
569,119.0,0.0
576,54.0,0.0
586,34.42857142857143,0.0
587,56.588235294117645,841.5303030303029
592,24.0,0.0
594,54.0,2048.0
595,79.33333333333333,144.5
602,54.142857142857146,138.83333333333334
604,54.303030303030305,773.4907407407408
607,85.2,89.33333333333336
608,93.66666666666667,4232.0
612,59.375,454.5
624,101.5,0.0
625,121.5,0.0
628,46.0,0.0
632,68.0,0.0
635,76.0,0.0
637,94.25270758122744,1251.8072916666667
643,83.0,0.0
646,69.0,0.0
656,69.61538461538461,883.388888888889
659,40.666666666666664,364.3333333333333
662,46.0,0.0
664,42.77777777777778,180.47222222222226
671,67.0,0.0
673,57.0,0.0
674,80.0,0.0
678,45.5,24.5
679,54.333333333333336,72.0
684,61.0,0.0
686,57.5,612.5
687,35.0,0.0
688,26.625,86.97222222222221
689,80.5,1984.5
691,124.6,0.0
692,67.0701754385965,784.8511904761905
693,42.5,0.0
694,137.5,0.0
695,48.333333333333336,392.0
697,76.2,1286.9166666666667
702,28.0,0.0
703,91.5,1012.5
705,60.5,0.0
711,12.0,0.0
714,98.0,0.0
715,59.7,1608.9333333333334
716,46.5,147.0
717,145.0,0.0
718,39.0,0.0
722,24.0,18.0
727,64.66666666666667,4.5
732,19.285714285714285,19.57142857142857
733,89.5,0.0
735,68.0,0.0
738,57.07692307692308,365.9166666666667
739,88.25,0.0
740,126.0,0.0
742,164.0,0.0
743,62.333333333333336,1862.5
750,60.34375,1062.925925925926
751,87.5,0.0
753,131.5,0.0
754,21.0,580.6666666666666
756,58.666666666666664,0.0
758,61.0,392.0
760,87.5,0.0
761,96.0,0.0
762,16.571428571428573,25.95238095238096
763,43.666666666666664,40.5
764,111.0,0.0
770,70.5,0.0
772,42.875,797.2777777777778
773,56.0,2257.3333333333335
775,104.5,0.0
778,67.0,0.0
784,124.0,0.0
792,109.6,0.0
793,113.0,0.0
794,9.0,0.0
795,164.0,0.0
796,35.4,180.5
797,129.5,6272.0
798,100.0,0.0
800,33.0,0.0
803,134.5,0.0
808,84.16666666666667,1104.5
809,60.125,2476.2500000000005
810,29.0,50.0
814,74.0,0.0
820,7.0,0.0
823,34.5,0.0
824,88.5,18.0
827,124.0,0.0
832,17.5,144.5
833,52.5,1943.8333333333333
836,78.5,112.5
838,75.0,280.3333333333333
840,40.8,343.9577777777778
841,89.0,0.0
844,56.0,0.0
845,54.666666666666664,169.16666666666666
848,5.333333333333333,0.0
850,146.0,0.0
852,34.0,648.0
854,63.73684210526316,1112.3333333333333
858,62.0,2425.0
860,95.0,0.0
866,81.0,12.5
868,67.25,50.0
873,51.333333333333336,0.0
875,80.4,781.7088585434174
877,76.6,2664.5
878,68.42857142857143,0.0
879,75.0,0.0
880,88.33333333333333,0.0
882,65.33707865168539,676.0931972789115
883,49.888888888888886,97.0
885,24.25,132.25
888,106.0,0.0
890,56.5,180.5
895,95.75,2107.0
896,25.0,0.0
897,26.0,0.0
900,17.5,60.5
902,65.0,0.0
913,78.45454545454545,741.0
915,12.5,0.0
918,67.44444444444444,381.8333333333333
923,74.03846153846153,616.9166666666666
924,24.0,0.0
932,61.5,2112.5
935,40.0,0.0
938,58.3125,612.4166666666666
939,17.0,0.0
944,129.0,0.0
945,30.6,4802.0
946,173.0,0.0
947,95.0,0.0
948,72.5,180.5
950,89.0,2883.666666666667
953,50.0,4016.3333333333335
954,66.0,0.0
955,76.0,0.0
956,97.0,0.0
960,73.5,0.0
965,97.0,0.0
967,62.07142857142857,1809.4469696969697
970,56.333333333333336,0.0
975,41.0,0.0
979,56.2,1764.6666666666667
981,21.0,0.0
986,51.5,0.0
992,123.0,0.0
993,87.0,0.0
999,86.0,0.0
1002,43.333333333333336,222.33333333333331
1005,103.0,2592.0
1009,77.5,707.5
1012,47.5,0.0
1013,87.0,0.0
1014,39.5,398.3333333333333
1016,69.3076923076923,393.9444444444444
1017,85.0,0.0
1021,56.666666666666664,264.3333333333333
1024,77.5,0.0
1027,76.0,0.0
1029,92.5,0.0
1030,82.5,0.0
1031,47.5,24.5
1032,114.5,0.0
1033,60.0,288.0
1034,113.0,0.0
1035,2.0,0.0
1037,85.5,211.0
1038,61.0,0.0
1040,91.0,0.0
1042,63.3,1269.2666666666667
1044,99.66666666666667,0.0
1049,36.0,0.0
1051,62.333333333333336,0.0
1054,7.0,0.0
1060,46.57142857142857,264.33333333333337
1061,94.0,1124.5
1063,62.75,24.33333333333332
1064,79.2,166.5
1066,72.1875,1533.0
1067,23.0,98.0
1068,114.0,0.0
1069,95.30434782608695,1485.2083333333335
1075,73.61643835616438,1179.5925925925926
1079,126.25,0.0
1081,60.0,0.0
1083,51.8,749.5833333333334
1085,29.0,0.0
1099,23.5,0.0
1104,128.0,0.0
1105,66.35,1228.3551020408163
1106,76.0,0.0
1109,70.25,60.5
1118,100.0,0.0
1120,64.5,60.5
1125,16.0,0.0
1128,72.04,1000.3
1130,56.63636363636363,134.36458333333334
1141,63.0,312.33333333333337
1143,60.05882352941177,243.13333333333335
1147,73.0,0.0
1152,112.4,6160.5
1154,125.0,0.0
1160,69.5,1388.1666666666667
1163,59.0,0.0
1170,53.0,0.0
1173,65.0,0.0
1174,52.25,160.33333333333337
1183,65.0,242.0
1185,61.0,0.0
1191,28.8,74.61904761904763
1200,61.0,543.5833333333334
1201,52.0,0.0
1211,70.66666666666667,2664.5
1216,55.6,260.0
1219,28.0,0.0
1222,119.0,0.0
1226,95.0,0.0
1232,97.5,0.0
1234,61.333333333333336,649.7083333333334
1236,71.38,477.5378787878788
1239,63.88,212.33333333333334
1242,91.75,0.0
1245,141.0,0.0
1247,34.666666666666664,0.0
1249,98.22222222222223,2.0
1250,49.5,2244.3333333333335
1252,77.03703703703704,1901.0119047619048
1253,53.6,343.45833333333337
1258,20.0,0.0
1259,25.0,0.0
1260,69.8,200.0
1262,140.0,0.0
1263,109.75,0.0
1265,42.0,0.0
1266,102.0,0.0
1273,62.25,98.0
1274,30.833333333333332,63.76666666666667
1276,62.5,280.3333333333333
1277,57.666666666666664,0.0
1284,40.714285714285715,112.5
1286,96.0,0.0
1288,31.0,0.0
1290,89.54166666666667,2868.0
1294,69.27272727272727,1544.9666666666667
1295,36.0,0.0
1297,54.5,840.5
1299,61.78947368421053,303.55
1300,53.0,0.0
1301,92.66666666666667,8320.5
1303,65.0,0.0
1305,124.0,0.0
1306,55.875,902.8666666666667
1310,105.0,0.0
1311,65.69642857142857,882.1966666666667
1316,79.0,0.0
1317,65.0,0.0
1319,66.0,0.0
1320,27.0,0.0
1322,54.80733944954128,1260.8181818181818
1323,55.0,18.0
1325,79.71428571428571,658.4166666666666
1326,94.66666666666667,0.0
1327,103.0,0.0
1332,120.0,0.0
1334,115.0,0.0
1335,94.0,0.0
1336,68.0,361.0
1337,66.0,0.0
1340,77.68571428571428,837.2952380952381
1342,20.0,0.0
1350,69.0,0.0
1351,40.8,192.33333333333331
1352,108.1,0.0
1360,53.0,392.0
1363,62.5,102.41666666666667
1367,72.33333333333333,0.0
1374,33.5,0.0
1379,92.625,2988.25
1388,54.333333333333336,102.33333333333331
1390,62.0,497.3333333333333
1393,70.5,155.70833333333334
1394,27.4,414.0
1397,79.5,0.0
1398,63.88,891.9679487179487
1399,63.666666666666664,612.5
1401,38.25,0.0
1405,75.4,208.71428571428572
1408,55.857142857142854,1227.0833333333333
1410,48.0,0.0
1414,75.55555555555556,858.3333333333334
1418,58.5,60.5
1422,88.33333333333333,0.0
1423,68.0,0.0
1425,92.0,50.0
1428,85.14285714285714,149.33333333333331
1432,95.0,0.0
1433,0.0,0.0
1434,75.0,0.0
1435,91.66666666666667,60.5
1438,12.0,0.0
1439,98.0,0.0
1443,87.66666666666667,0.0
1444,10.0,0.0
1449,40.32258064516129,826.6119047619047
1451,49.0,338.0
1452,116.0,0.0
1454,127.0,0.0
1461,42.45454545454545,441.0
1466,21.666666666666668,10.333333333333332
1467,27.0,0.0
1475,73.34285714285714,467.28571428571433
1478,112.0,0.0
1479,16.0,0.0
1483,68.0,18.0
1488,24.75,66.91666666666666
1489,49.36666666666667,1528.638888888889
1491,51.833333333333336,474.33333333333337
1492,68.2,564.9166666666666
1498,92.0,0.0
1501,33.0,0.0
1503,42.0,0.0
1504,79.0,60.5
1505,83.75,364.5
1509,81.5,1138.0
1517,93.0,0.0
1526,113.8,0.0
1532,46.0,0.0
1535,112.0,0.0
1536,36.0,0.0
1537,189.0,0.0
1538,86.0,0.0
1544,74.0,0.0
1545,102.0,0.0
1548,57.714285714285715,1624.5
1553,96.0,0.0
1557,64.88888888888889,1059.6666666666665
1558,159.0,0.0
1567,122.5,0.0
1575,40.8,1308.25
1576,90.0,37.25
1579,68.5,0.5
1584,53.0,2664.5
1585,35.0,119.125
1586,84.45454545454545,942.5
1587,56.0,2623.0
1589,39.57142857142857,334.75
1592,152.0,0.0
1595,116.0,0.0
1598,21.0,50.0
1600,111.0,0.0
1607,71.2,719.3571428571429
1609,118.0,0.0
1611,127.0,0.0
1613,42.666666666666664,225.33333333333331
1614,178.0,0.0
1620,145.0,0.0
1625,43.5,364.5
1626,63.266666666666666,1135.7
1628,77.0,0.0
1629,87.46428571428571,2536.3
1630,39.0,162.0
1633,82.0,472.48333333333335
1634,65.0,0.0
1635,58.0,0.0
1638,60.5,1860.5
1639,97.0,0.0
1640,98.0,0.0
1646,42.0,3200.0
1649,91.6,2.0
1650,136.0,0.0
1651,58.63157894736842,2006.1904761904764
1653,49.1,381.5
1655,9.0,0.0
1660,102.33333333333333,1245.25
1663,74.75,2965.25
1664,70.0,84.5
1677,61.8,8.0
1679,76.16666666666667,996.3333333333334
1685,31.0,0.0
1689,64.25,201.0
1690,37.0,172.0
1691,62.0,0.0
1694,16.333333333333332,0.0
1701,49.8,72.0
1704,102.4,3146.3333333333335
1705,51.28333333333333,498.4095238095238
1706,64.0,0.0
1715,47.0,0.0
1717,71.45454545454545,795.5
1719,88.83333333333333,684.5
1723,168.0,0.0
1724,63.0,2520.5
1725,64.0,66.16666666666666
1726,95.66666666666667,2450.0
1728,76.5,0.0
1732,76.35135135135135,831.0309523809523
1734,43.666666666666664,0.0
1736,48.75,0.0
1737,81.33333333333333,3087.416666666667
1738,155.0,0.0
1742,82.8,12.5
1743,98.33333333333333,578.0
1744,27.0,0.0
1745,83.5,0.0
1748,61.64705882352941,81.0
1751,114.0,0.0
1752,112.8,0.0
1753,39.0,0.0
1756,72.5,1306.5
1757,53.75,6050.0
1760,141.0,0.0
1762,108.0,0.0
1765,120.0,0.0
1781,83.93333333333334,1354.0833333333333
1782,65.68501529051987,934.0460695389266
1788,66.5,0.0
1794,61.06666666666667,114.09999999999998
1797,16.0,0.0
1799,211.0,0.0
1801,206.0,0.0
1802,58.75,592.8333333333334
1803,78.0,1341.25
1804,42.25,111.93333333333334
1806,79.75,926.3333333333333
1808,106.0,0.0
1809,99.0,0.0
1815,87.0,578.0
1816,51.0,2888.0
1817,58.0,0.0
1818,31.0,0.0
1821,52.333333333333336,1283.8166666666666
1823,60.0,0.0
1828,81.0,4.5
1831,56.07142857142857,2899.3138888888884
1834,50.2,92.08333333333334
1835,92.0,0.0
1837,60.57142857142857,342.5
1838,60.92857142857143,201.12500000000003
1840,70.5,0.0
1841,55.28695652173913,622.1475274725275
1845,36.25,0.0
1846,103.0,84.5
1849,86.66666666666667,0.0
1853,57.666666666666664,50.0
1855,65.5,12.5
1857,24.0,0.0
1863,130.0,0.0
1867,47.15,1162.7733333333333
1871,87.0,72.0
1873,67.75,0.5
1876,40.0,392.0
1877,70.91666666666667,830.25
1883,58.0,0.0
1884,73.0,0.0
1893,38.666666666666664,241.35000000000002
1895,62.89795918367347,1026.3500000000001
1898,63.36363636363637,360.2777777777778
1900,88.5,0.0
1903,24.5,264.5
1905,122.0,0.0
1906,103.0,0.0
1908,58.0,0.0
1909,43.0,512.0
1911,33.0,0.0
1916,67.0,0.0
1918,23.0,0.0
1920,70.5,0.0
1923,136.0,0.0
1924,71.85714285714286,2127.7916666666665
1925,92.85714285714286,377.07142857142856
1926,39.0,0.0
1927,111.0,0.0
1931,65.0,0.0
1932,49.26470588235294,677.4148148148148
1935,96.0,0.0
1937,184.0,0.0
1942,57.25,255.50000000000003
1943,34.0,0.0
1944,60.9375,303.675
1945,0.0,0.0
1947,82.0,2119.0
1949,115.4,0.0
1952,55.888888888888886,14.5
1963,49.333333333333336,0.5
1964,62.16216216216216,98.5625
1966,119.0,0.0
1970,72.8472972972973,1052.7686800894853
1971,67.75,2592.0
1972,3.0,0.0
1973,66.0,0.0
1975,113.0,0.0
1976,86.0,0.0
1981,67.1,589.6875
1987,97.83333333333333,0.0
1998,61.85,336.25
2000,73.0,0.0
2001,73.57142857142857,1200.5
2003,40.0,0.0
2005,83.66666666666667,0.0
2006,50.2,480.5
2010,33.2,244.0
2013,55.666666666666664,0.0
2015,172.0,0.0
2018,57.375,840.5
2023,118.0,0.0
2025,46.166666666666664,329.4166666666667
2034,71.83333333333333,392.0
2042,138.5,0.0
2043,113.0,0.0
2045,107.0,0.0
2047,42.142857142857146,744.8333333333334
2059,109.5,0.0
2060,98.33333333333333,4050.0
2061,70.33333333333333,704.3333333333334
2062,48.375,403.41666666666663
2064,9.0,0.0
2065,86.0,0.0
2066,105.83333333333333,312.5
2067,73.0,1579.0
2068,84.46666666666667,347.5
2070,71.0,0.0
2074,77.41666666666667,324.3333333333333
2076,128.0,0.0
2078,34.857142857142854,321.4166666666667
2079,106.0,0.0
2083,31.5,24.5
2084,103.0,0.0
2085,129.0,0.0
2086,76.0,0.0
2087,41.0,924.5
2088,86.0,0.0
2090,58.0,0.0
2093,108.0,0.0
2099,35.4,8.0
2103,37.0,0.0
2104,28.2,19.466666666666676
2105,41.5,612.5
2107,82.75,8.0
2108,49.0,0.0
2109,77.6842105263158,262.91666666666663
2111,86.0,0.0
2113,56.65548780487805,825.9679600235156
2114,78.0,0.0
2115,60.5,18.0
2118,86.66666666666667,0.0
2128,115.0,0.0
2129,65.1,40.333333333333336
2130,75.03703703703704,979.0
2134,85.0,0.0
2136,126.0,0.0
2138,15.0,49.0
2147,71.28571428571429,545.3333333333334
2148,79.5,3120.5
2151,42.0,0.0
2157,50.5,0.0
2160,98.66666666666667,0.0
2162,117.0,338.0
2163,69.18181818181819,2560.1666666666665
2165,81.0,2008.3333333333333
2168,66.33333333333333,413.3333333333333
2169,91.0,2323.375
2175,56.0,250.0
2178,69.0,0.0
2185,73.0,392.0
2187,44.5,0.0
2188,70.0,0.0
2191,165.0,0.0
2192,118.0,0.0
2197,79.0,0.0
2198,56.666666666666664,389.85
2199,45.5,924.5
2201,51.0,0.0
2204,15.0,0.0
2205,24.0,0.0
2216,200.0,0.0
2222,101.0,0.0
2232,119.0,0.0
2233,102.84615384615384,6.25
2235,2.0,0.0
2236,31.333333333333332,230.33333333333337
2240,128.0,0.0
2242,42.714285714285715,180.5
2248,104.0,0.0
2253,122.5,0.0
2254,131.0,0.0
2257,57.0,212.66666666666669
2259,27.0,0.0
2260,35.0,0.0
2262,81.0,0.0
2264,61.880434782608695,326.16491228070174
2268,43.5,265.6666666666667
2271,148.0,0.0
2273,27.0,0.0
2277,60.285714285714285,1156.25
2278,64.25,1000.25
2281,93.0,0.0
2290,47.666666666666664,338.0
2291,133.5,0.0
2294,81.66666666666667,578.0
2296,51.27777777777778,344.85714285714283
2299,42.0,0.0
2301,1.0,0.0
2306,61.0,0.0
2307,119.5,0.0
2309,9.0,0.0
2310,40.57142857142857,39.66666666666668
2314,82.0,0.0
2316,66.5,1984.5
2318,29.0,200.0
2321,71.80184331797236,1099.599621212121
2323,108.83333333333333,0.0
2325,93.0,0.0
2329,39.714285714285715,43.76666666666668
2330,69.75,450.0
2335,85.0,0.0
2336,53.5,0.5
2339,60.0,800.0
2340,64.72727272727273,458.4444444444445
2342,6.0,0.0
2344,75.0,0.0
2346,79.0,1033.0
2350,84.3,104.33333333333334
2352,75.0,0.0
2357,75.11111111111111,882.0
2359,82.22222222222223,240.0
2362,61.0,0.0
2363,34.0,10.7
2365,58.333333333333336,0.0
2367,31.833333333333332,114.66666666666667
2369,56.5,0.0
2373,30.0,0.0
2375,57.666666666666664,40.5
2379,60.0,72.0
2380,26.0,211.31666666666666
2382,93.33333333333333,0.0
2386,101.33333333333333,0.0
2387,113.5,0.0
2394,62.5,24.5
2397,68.0,674.75
2398,65.0,0.0
2399,46.333333333333336,180.5
2401,30.8,193.06666666666666
2403,77.5,420.5
2404,30.5,612.5
2405,55.7,1136.3333333333335
2407,51.125,358.25
2408,69.5,220.5
2409,56.0,2119.0
2417,59.125,1612.25
2418,65.3623188405797,341.02777777777777
2420,45.666666666666664,350.3333333333333
2424,124.0,0.0
2426,138.0,0.0
2428,84.47619047619048,911.8055555555555
2429,21.0,98.0
2430,74.0,0.0
2432,22.0,0.0
2433,27.5,60.5
2437,49.15384615384615,442.49999999999994
2438,64.23529411764706,1563.9166666666665
2439,154.0,0.0
2443,98.0,0.0
2445,61.25,1682.0
2446,70.51923076923077,677.0432098765433
2451,109.0,0.0
2453,111.0,0.0
2454,97.5,220.5
2455,46.083333333333336,222.1111111111111
2456,45.75,240.91666666666666
2459,65.46153846153847,386.08333333333337
2460,82.47619047619048,1100.875
2473,72.0,0.0
2475,89.0,0.0
2476,78.4,163.83333333333334
2477,61.0,0.0
2479,98.33333333333333,0.0
2480,49.5,61.666666666666664
2481,103.0,392.0
2483,82.0,288.0
2486,94.25,0.5
2491,61.76,934.5918367346939
2492,35.333333333333336,112.5
2494,68.5,0.0
2495,135.0,0.0
2500,52.333333333333336,0.0
2501,53.714285714285715,64.66666666666667
2502,21.666666666666668,72.0
2509,55.75675675675676,615.3055555555555
2510,53.285714285714285,144.125
2512,99.0,0.0
2513,123.0,0.0
2514,50.0,0.0
2517,73.06382978723404,947.0651067323481
2518,29.0,0.0
2519,87.5,60.5
2520,78.66666666666667,63.0
2523,127.5,0.0
2526,102.0,0.0
2535,71.75,0.0
2536,48.0,28.0
2537,65.22222222222223,112.25
2542,82.0,0.0
2549,36.0,0.0
2550,67.53333333333333,914.6764705882352
2551,27.6,185.3
2552,120.0,0.0
2554,59.86363636363637,1065.2
2561,58.0,228.25
2563,65.0,5202.0
2564,30.0,0.0
2570,62.5,268.0
2573,102.0,0.0
2574,101.0,364.5
2587,47.0,0.0
2588,57.0,0.0
2591,45.0,0.0
2594,95.5,1012.5
2596,37.0,0.0
2601,70.43333333333334,1150.6190476190477
2602,9.0,0.0
2607,94.5,0.0
2609,78.86363636363636,1515.7777777777776
2613,54.25,1340.3333333333335
2614,31.208333333333332,468.6964257964258
2617,25.0,0.0
2620,36.333333333333336,72.33333333333333
2621,63.75,0.0
2623,153.0,0.0
2626,52.625,174.83333333333334
2627,63.292,1014.2735449735451
2628,47.083333333333336,2.0
2629,26.928571428571427,218.05555555555557
2634,33.2,40.2
2635,42.5,1010.3333333333334
2636,63.0,0.0
2641,64.5,312.5
2643,63.666666666666664,1008.4166666666666
2645,51.0,0.0
2646,52.72727272727273,2329.15
2648,35.0,2370.0
2649,66.0,0.0
2654,99.85714285714286,512.0
2655,99.0,0.0
2656,11.0,0.0
2657,44.333333333333336,360.75
2662,30.166666666666668,25.333333333333336
2663,88.375,60.5
2666,73.5,220.5
2667,94.61904761904762,1922.0
2668,16.0,162.0
2669,40.93333333333333,552.8666666666667
2671,178.0,0.0
2674,114.0,0.0
2676,32.25,1038.25
2681,120.4,12.5
2682,73.86666666666666,84.5
2684,77.66666666666667,688.3793103448276
2688,16.0,0.0
2689,37.0,0.0
2690,67.0,133.0
2691,113.0,0.0
2692,66.0721649484536,2626.55
2695,126.5,0.0
2697,5.0,0.0
2699,99.0,0.0
2702,43.625,560.4166666666667
2711,96.0,0.0
2716,43.0,0.0
2717,120.0,0.0
2724,103.0,0.0
2730,114.0,0.0
2735,74.0,0.0
2736,40.0,288.0
2742,105.17647058823529,128.0
2747,64.57894736842105,3173.6125
2748,70.95555555555555,550.49375
2751,69.0,0.0
2752,23.0,0.0
2755,51.0,604.0
2759,99.16666666666667,369.33333333333337
2761,54.675496688741724,440.31021505376344
2763,128.0,0.0
2766,44.833333333333336,170.33333333333331
2771,71.33333333333333,400.0
2778,50.42857142857143,248.125
2780,55.0,0.0
2782,115.33333333333333,0.0
2783,56.142857142857146,301.0
2785,121.5,0.0
2787,80.33783783783784,1917.9135802469134
2788,76.8125,843.75
2789,45.5,60.5
2794,90.0,0.0
2797,49.0,0.0
2798,61.0,1250.0
2802,63.36363636363637,86.33333333333336
2804,53.666666666666664,2166.3333333333335
2807,81.70588235294117,585.6666666666666
2808,26.263157894736842,372.8181818181818
2809,49.0,0.0
2811,59.57142857142857,3877.0
2814,67.0,0.0
2817,30.428571428571427,57.300000000000004
2821,47.8,695.5
2826,35.96666666666667,140.0349206349206
2827,67.0,0.0
2829,76.2,23.833333333333332
2830,12.0,0.0
2831,69.91176470588235,447.1822916666667
2832,58.5,0.0
2833,122.0,0.0
2837,61.333333333333336,1740.5
2846,0.0,0.0
2849,139.5,0.0
2853,45.0,0.0
2858,41.0,18.0
2859,48.0,976.0
2861,65.0,72.0
2867,58.0,0.0
2876,86.0,0.0
2877,74.6875,424.7083333333333
2883,89.0,0.0
2888,34.0,0.0
2889,106.0,0.0
2890,48.111111111111114,228.66666666666669
2891,72.33802816901408,1520.0641025641028
2896,56.916666666666664,1368.125
2899,55.0,0.0
2903,135.0,0.0
2906,54.5,544.5
2907,113.0,0.0
2910,77.0,0.0
2911,25.5,0.0
2913,38.0,0.0
2916,59.505050505050505,1226.827380952381
2918,81.625,175.0
2920,47.142857142857146,161.33333333333334
2922,90.92307692307692,1512.5
2924,50.42857142857143,0.0
2927,12.0,0.0
2929,60.0,71.16666666666666
2930,123.0,0.0
2933,56.666666666666664,746.3333333333333
2935,46.5,0.0
2936,77.0,0.0
2939,88.0,0.0
2943,36.166666666666664,60.250000000000014
2944,49.94444444444444,1615.9809523809524
2945,102.16666666666667,101.25
2947,80.33333333333333,0.0
2948,67.33333333333333,0.0
2949,117.33333333333333,0.0
2951,109.0,0.0
2953,29.0,0.0
2956,72.0,0.0
2958,31.8,98.0
2962,77.2,264.5
2967,49.5,0.0
2969,126.0,0.0
2970,81.0,9522.0
2973,50.21739130434783,415.0488888888888
2974,73.97368421052632,508.88518518518526
2977,92.6,2112.5
2981,57.73134328358209,592.3575
2982,33.0,0.0
2983,69.0,0.0
2985,140.5,0.0
2988,1.0,0.0
2991,69.2,2.0
2992,45.0,0.0
2993,49.8,18.0
2994,86.33333333333333,0.0
3000,31.0,0.0
